word;context;noad_url;wordnet_id;wordnet_text;masc_file;date;year
form;"cash prepayment or an acceptable form of collateral dwr officials have";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.011;form%1:07:00::;Sense 7 form, shape, cast => appearance, visual aspect;/written/email/175841;January 1, 2010;2010
form;"have completed an ios enrollment form all information gathered for ios";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/email/9159;January 1, 2010;2010
form;"mental picture of the dimensional form of an expression rationale since";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/email/lists-046-11485666;January 1, 2010;2010
form;"conventionally expressed in dimensional graphical form most notations in that medium";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/email/lists-046-11485666;January 1, 2010;2010
form;"the contents of a figure form one physical entity but inspection";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/email/lists-046-11493928;January 1, 2010;2010
form;"existing label is the only form of derivation or whether other";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/email/lists-046-11493928;January 1, 2010;2010
form;"of culture defined as the form of behavior resulting from a";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/anth_essay_4;2008;2008
form;"its relationship to the overall form we will also examine to";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"structure and form describes the form of the first movement as";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"more or less regular sonata form while that does not seem";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"the movement is in sonata form but there is an introduction";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"shows a diagram of the form of the movement the symmetry";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"ftg which makes the overall form with the exception of the";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"of the first movement sonata form or more sonata form carries";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"sonata form or more sonata form carries harmonic as well as";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"analogous to the standard sonata form structure to begin with the";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"the first theme in the form of g c b e";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Bartok;2008;2008
form;"our lives is the ultimate form of rising above the physical";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Black_and_white;2008;2008
form;"expression in its most minimal form this reduction of color and";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Black_and_white;2008;2008
form;"snake demon that takes human form and becomes the wife of";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/essays/Madame_White_Snake;2008;2008
form;"fell victim to their temporary form ugetsu monogatari the implications of";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/essays/Madame_White_Snake;2008;2008
form;"procedure next workers decided to form the ecumenical coalition an organization";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/essays/Ohio_Steel;2008;2008
form;"oftentimes this regionalism takes the form of bizarre forms of hatred";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/essays/Ohio_Steel;2008;2008
form;"lying on the ground her form crumpled he swept over to";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/ficlets/1400;2008;2008
form;"live for eternity immediatley psyche form began to shimmer and eros";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/ficlets/1400;2008;2008
form;"to disembark their task to form the tale of a young";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/fiction/The_Black_Willow;2006;2006
form;"thought he detected a vague form nearing the bed he slipped";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/journal/VOL15_3;2000-00-00;2000
form;"who comments often in the form of unwanted advice during a";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/journal/VOL15_3;2000-00-00;2000
form;"sexual identity when in human form only to make them more";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/journal/VOL15_3;2000-00-00;2000
form;"create dreams enclosed is a form you can complete and return";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/letters/114CUL058;2000-00-00;2000
form;"and returning the enclosed pledge form early adolescence is the most";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/letters/118CWL048;2000-00-00;2000
form;"available to receive an application form check the nap box on";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/letters/118CWL050;2000-00-00;2000
form;"wildlife refuge that we helped form explore the evolution of the";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/letters/appalachian1;2000-00-00;2000
form;"by returning the enclosed reply form with your gift today please";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/letters/aspca1;2000-00-00;2000
form;"on the back of the form share them with your family";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/letters/marine1;2000-00-00;2000
form;"today by using the convenient form attached to your personal address";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/letters/wildelifewatch1;2000-00-00;2000
form;"is a god in human form and they intend to do";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/movie-script/pirates;2003;2003
form;"oy agreed in principle to form a new company to complete";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/newspaper:newswire/wsj_0187;2003;2003
form;"are supposed to proliferate and form novel synaptic connections that survive";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/ch5;2000-00-00;2000
form;"this series is likely to form feedback loops because the first";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/ch5;2000-00-00;2000
form;"forty foot effigy in the form of a puppet which is";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/non-fiction/chZ;2001-09-00;2001
form;"flow along the fault or form a lake wallace mentioned that";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/CUP1;Feb, 2002;2002
form;"as landslides or collapses which form a dam but clustered lakes";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/CUP1;Feb, 2002;2002
form;"reservoirs behind dams take the form of ria lakes clusters of";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/non-fiction/CUP1;Feb, 2002;2002
form;"shared improvisation that begins to form new codes and structures to";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/CUP2;2000;2000
form;"competition is tough new firms form almost overnight and many disappear";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/CUP2;2000;2000
form;"at the people seek to form relationships and routines in order";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/CUP2;2000;2000
form;"they take charge boundaries will form and and underlying order provide";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024;form%2:41:00::;Sense 1 form, word form, signifier, descriptor => word;/written/non-fiction/CUP2;2000;2000
form;"erechtheon in athens take the form of graceful maidens graves caryatids";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/non-fiction/rybczynski-ch3;2001-00-00;2001
form;"composition that belonged to the form rather than to the substance";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001;form%1:07:01::;Sense 4 shape, form, configuration, contour, conformation => spatial property, spatiality;/written/non-fiction/rybczynski-ch3;2001-00-00;2001
form;"must be accepted as a form of payment within the boundaries";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.011;form%1:07:00::;Sense 7 form, shape, cast => appearance, visual aspect;/written/spam/111359;2001-00-00;2001
form;"and exists only in the form of various bank records despite";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.008;form%1:09:01::;Sense 2 kind, sort, form, variety => category;/written/spam/111359;2001-00-00;2001
form;"being generally accepted as a form of payment the word money";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.011;form%1:07:00::;Sense 7 form, shape, cast => appearance, visual aspect;/written/spam/111359;2001-00-00;2001
form;"out my information in the form on the website let me";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/111369;2001-00-00;2001
form;"will help you avoid any form of query from the monetary";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.011;form%1:07:00::;Sense 7 form, shape, cast => appearance, visual aspect;/written/spam/111381;2001-00-00;2001
form;"director kindly complete the below form and send it to the";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/111381;2001-00-00;2001
form;"country kindly complete the above form and submit it to the";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/111381;2001-00-00;2001
form;"ensure to fill the above form as well to enable a";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/111381;2001-00-00;2001
form;"below link and fill the form to upgrade your account system";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/111406;2001-00-00;2001
form;"asked me to fill a form and summit i received an";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/111414;2001-00-00;2001
form;"link below to complete the form click on the link above";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/111422;2001-00-00;2001
form;"just complete our brief contact form best regards bob stone product";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/114433;2001-00-00;2001
form;"link below to complete the form com click on the link";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/114446;2001-00-00;2001
form;"using our secure server web form please understand that without promptly";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/ucb49;2001-00-00;2001
form;"visit our secure server web form by clicking the hyperlink online";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/ucb49;2001-00-00;2001
form;"person completes our secure online form for this operation you will";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/ucb50;2001-00-00;2001
form;"click here complete the renew form with your current information many";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/spam/ucb53;2001-00-00;2001
form;"efforts use a good tracking form that you can easily create";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.017;form%1:10:01::;Sense 8 form => document, written document, papers;/written/twitter/tweets2;2008;2008
open;"few hours the doors are open to anyone who walks in";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/blog/Uprooted_Bike;September 1, 2009;2009
open;"you are exercising in the open prison yard in your shackles";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.011;open%3:00:01::;Sense 1 open, clear => area, country;/written/email/12174;September 1, 2009;2009
open;"she carefully cracked the box open and collapsed eros voice was";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1400;2008;2008
open;"ground stripped her and cut open both of her legs that";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.011;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1400;2008;2008
open;"response the door is wide open honey i gon na give";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1401;2008;2008
open;"leaving the screen door creaks open hello trick or treat is";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1401;2008;2008
open;"feel chris stop pushing i open my eyes to see him";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/ficlets/1401;2008;2008
open;"out and walks around to open the door for amber once";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/ficlets/1401;2008;2008
open;"fell asleep my door clicked open again and theo walked inside";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1402;2008;2008
open;"go staring out at the open fields i realized it was";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.011;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1402;2008;2008
open;"rest and his eyes flutter open and catch a glimpse of";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1403;2008;2008
open;"he is able to fully open his eyes tom is astonished";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/ficlets/1403;2008;2008
open;"he gasps his eyes wide open now something in her touch";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/ficlets/1403;2008;2008
open;"for two not the burning open darkness of a rave baby";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.011;open%3:00:01::;Sense 1 open, clear => area, country;/written/fiction/Nathans_Bylichka;2006;2006
open;"using your left hand to open the door and your right";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/fiction/Nathans_Bylichka;2006;2006
open;"she rose her robes fell open and i realized that except";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/fiction/Nathans_Bylichka;2006;2006
open;"box he paused beside the open door and looked back at";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/fiction/Nathans_Bylichka;2006;2006
open;"behind him and left it open for me i called out";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/fiction/Nathans_Bylichka;2006;2006
open;"a slash that could doubtless open my neck from throat to";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/fiction/Nathans_Bylichka;2006;2006
open;"know if my eyes were open my mind began to dissipate";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/fiction/Nathans_Bylichka;2006;2006
open;"to be told around an open fire at the hovel of";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.011;open%3:00:01::;Sense 1 open, clear => area, country;/written/fiction/The_Black_Willow;2006;2006
open;"swinging their tools in the open air college freshman still read";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.011;open%3:00:01::;Sense 1 open, clear => area, country;/written/journal/VOL15_3;2000-00-00;2000
open;"care will have presents to open a gift means a family";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/letters/112C-L015;2000-00-00;2000
open;"have the key we ca open whatever it is we do";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"a large tree human eyes open in the background from a";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"stops jack pops his eyes open revealing that his closed eyelids";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"were painted to look like open eyes will turner jack jack";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"are unable to the cage open in time before the cannibals";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"tia shack pushing the door open slowly near the inside of";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"longboat so far out in open waters will turner just put";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"down with the key to open the chest jack sparrow oy";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"a graveyard falls into an open grave jack sparrow wup jack";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"falls to the deck breaks open spills all the dirt jack";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"land pintel a lot o open ragetti that a lot o";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/movie-script/pirates;2003;2003
open;"and own equipment in the open zone including fully owned foreign";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/newspaper:newswire/A1.E1-NEW;2003;2003
open;"square and vertical windows that open by sliding into cunning wall";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045;open%2:35:00::;Sense 1 open, clear => area, country;/written/non-fiction/rybczynski-ch3;2001-00-00;2001
open;"the main living floor is open except for the kitchen the";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/non-fiction/rybczynski-ch3;2001-00-00;2001
open;"interior is modern bright and open the focus of the main";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.001;open%3:00:01::;Sense 1 open, clear => area, country;/written/non-fiction/rybczynski-ch3;2001-00-00;2001
record;"there is one also on record as saying at some point";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.001;record%1:10:03::;Sense 1 record => evidence;/spoken/debate-transcript/2nd_Gore-Bush;October 11, 2000;2000
record;"that those numbers and that record will reflect the way governor";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/2nd_Gore-Bush;October 11, 2000;2000
record;"to continue to defend my record and defend my propositions against";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/2nd_Gore-Bush;October 11, 2000;2000
record;"the world to defend my record and positions that what debates";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/2nd_Gore-Bush;October 11, 2000;2000
record;"his rhetoric does match his record he been a senator for";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"talks about fiscal sanity his record in the united states senate";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"a matter of fact your record is such that ted kennedy";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"for years he has no record on reforming of health care";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"reforming of health care no record at all he introduced some";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"and he passed five no record of leadership i came to";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"to the question of no record i helped write i did";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"go rules i have a record of fighting for fiscal responsibility";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
record;"town is i had a record of working with republicans and";/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283496.004;record%1:04:01::;Sense 4 record, track record => accomplishment, achievement;/spoken/debate-transcript/3rd_Bush-Kerry;October 13, 2004;2004
